Hit/Miss,Stim_coordinates,Touch_coordinates,Stim_presentation_time,Response_time
1,(157, 558, 357, 758),(258, 666),3.5531277656555176,6.511284351348877
1,(841, 346, 1041, 546),(930, 456),9.682093620300293,10.727145910263062
1,(783, 556, 983, 756),(872, 648),12.30485486984253,14.009878396987915
1,(1327, 205, 1527, 405),(1419, 354),17.811054706573486,18.528529405593872
1,(819, 156, 1019, 356),(964, 267),22.49610733985901,23.078421354293823
1,(1575, 383, 1775, 583),(1698, 479),24.771464109420776,25.649242639541626
1,(1179, 180, 1379, 380),(1251, 298),27.118913650512695,27.805562019348145
1,(577, 149, 777, 349),(693, 233),30.80544137954712,31.693806171417236
1,(410, 86, 610, 286),(528, 221),33.10921573638916,33.93555045127869
1,(734, 240, 934, 440),(824, 389),37.841527462005615,38.52179718017578
1,(1550, 707, 1750, 907),(1618, 806),40.57401514053345,41.33159565925598
1,(593, 865, 793, 1065),(676, 988),43.82832169532776,44.43574500083923
1,(520, 350, 720, 550),(606, 467),48.230807065963745,48.89353394508362
1,(690, 605, 890, 805),(758, 709),52.52285814285278,53.342748165130615
1,(167, 528, 367, 728),(243, 663),56.28961420059204,57.20290803909302
1,(292, 46, 492, 246),(445, 129),58.99675011634827,60.11561393737793
1,(464, 527, 664, 727),(563, 625),61.495614767074585,62.10111594200134
1,(471, 185, 671, 385),(561, 269),65.3009135723114,66.1754379272461
1,(1686, 535, 1886, 735),(1751, 637),67.56116652488708,80.84937357902527
1,(329, 840, 529, 1040),(413, 952),84.06499671936035,84.93416237831116
1,(14, 660, 214, 860),(134, 790),88.37475991249084,89.3687527179718
1,(60, 32, 260, 232),(136, 131),92.95757389068604,95.22388291358948
1,(1147, 201, 1347, 401),(1228, 305),96.8993570804596,97.87557983398438
1,(1434, 872, 1634, 1072),(1474, 1009),100.1301658153534,101.5691294670105
1,(264, 507, 464, 707),(382, 643),104.22895002365112,105.05841851234436
1,(1191, 323, 1391, 523),(1269, 447),107.82754397392273,108.67337608337402
1,(1088, 708, 1288, 908),(1178, 779),111.65996980667114,112.51825857162476
1,(1016, 334, 1216, 534),(1125, 452),114.90510749816895,115.6672089099884
1,(1309, 451, 1509, 651),(1346, 558),118.23493766784668,118.92794752120972
1,(1059, 23, 1259, 223),(1174, 152),120.70039248466492,122.2393901348114
1,(411, 557, 611, 757),(485, 709),124.29096388816833,125.02965879440308
1,(961, 314, 1161, 514),(1030, 416),126.71270561218262,127.34066534042358
1,(176, 235, 376, 435),(282, 391),128.74309062957764,129.59192728996277
1,(904, 147, 1104, 347),(972, 262),132.41768550872803,133.18513798713684
1,(981, 755, 1181, 955),(1041, 826),136.90990209579468,137.67602038383484
1,(204, 829, 404, 1029),(279, 959),139.79979944229126,140.705792427063
1,(1630, 655, 1830, 855),(1672, 779),144.44354701042175,145.5903730392456
1,(364, 416, 564, 616),(466, 531),147.3509111404419,148.39706182479858
1,(1182, 280, 1382, 480),(1271, 371),151.3698787689209,152.253835439682
1,(981, 328, 1181, 528),(1099, 486),154.16415977478027,154.81522059440613
1,(395, 212, 595, 412),(481, 352),157.05138659477234,157.97782444953918
1,(1518, 164, 1718, 364),(1560, 289),160.8230104446411,161.84416270256042
1,(791, 57, 991, 257),(885, 206),164.36411666870117,165.17685532569885
1,(64, 661, 264, 861),(174, 738),169.01088643074036,170.08236455917358
1,(356, 195, 556, 395),(475, 362),173.487242937088,174.5143117904663
1,(49, 777, 249, 977),(142, 873),177.64311051368713,178.60779237747192
1,(1668, 705, 1868, 905),(1725, 796),180.2057282924652,181.48542618751526
1,(760, 513, 960, 713),(841, 612),184.2436957359314,184.93047642707825
1,(254, 227, 454, 427),(352, 393),186.35699129104614,187.37608766555786
1,(198, 486, 398, 686),(316, 600),190.15545988082886,191.0356113910675
1,(399, 599, 599, 799),(511, 761),192.92721796035767,193.61281514167786
1,(1649, 791, 1849, 991),(1717, 880),195.6392719745636,197.4454700946808
1,(1691, 588, 1891, 788),(1734, 675),198.7641406059265,201.82268571853638
1,(1332, 621, 1532, 821),(1417, 733),205.37597966194153,206.4247224330902
1,(317, 304, 517, 504),(453, 395),210.4159529209137,211.31956672668457
1,(229, 91, 429, 291),(376, 269),213.84070110321045,214.78984761238098
1,(1645, 69, 1845, 269),(1719, 183),218.4594361782074,219.50210618972778
1,(474, 634, 674, 834),(595, 743),221.16939902305603,221.9059386253357
1,(394, 513, 594, 713),(475, 627),224.21236443519592,225.8379271030426
1,(559, 168, 759, 368),(659, 319),227.7141819000244,228.58288717269897
1,(924, 353, 1124, 553),(1033, 449),230.626403093338,231.35466814041138
1,(237, 712, 437, 912),(331, 810),233.1133589744568,233.96767258644104
1,(598, 65, 798, 265),(663, 199),236.45204043388367,237.48224711418152
1,(1131, 281, 1331, 481),(1180, 386),241.36052894592285,242.2807581424713
1,(32, 615, 232, 815),(153, 749),243.70412230491638,244.72054743766785
